region_country,category,parameter,mode,powertrain,year,unit,value,Aggregate group
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1000.0,Other
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1700.0,Other
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,42000.0,Other
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,280.0,Other
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,660.0,Other
Philippines,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,9800.0,Other
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,880.0,Other
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,75.0,Other
Russia,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,9200.0,Other
Spain,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,4800.0,Other
Sweden,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,200.0,Other
Switzerland,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,9700.0,Other
Thailand,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1200.0,Other
Turkiye,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,12000.0,Other
United Kingdom,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1200.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,82000.0,Other
Australia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1000.0,Other
Austria,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,7600.0,Other
Belgium,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,23000.0,Other
Cambodia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,11.0,Other
Canada,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,200.0,Other
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,12000.0,Other
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2800.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,570.0,Other
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2200.0,Other
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1300.0,Other
France,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,27000.0,Other
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,10000.0,Other
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,200.0,Other
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,49.0,Other
Indonesia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,370.0,Other
Israel,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1600.0,Other
Italy,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,7600.0,Other
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1400.0,Other
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,3500.0,Other
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,49000.0,Other
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,330.0,Other
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,840.0,Other
Philippines,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,21000.0,Other
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2500.0,Other
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,100.0,Other
Russia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,9200.0,Other
Singapore,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1.0,Other
Spain,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,11000.0,Other
Sweden,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,720.0,Other
Switzerland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,11000.0,Other
Thailand,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1200.0,Other
Turkiye,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,18000.0,Other
United Kingdom,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1600.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,180000.0,Other
Australia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2300.0,Other
Austria,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,9400.0,Other
Belgium,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,40000.0,Other
Cambodia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,370.0,Other
Canada,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,280.0,Other
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,12000.0,Other
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,5300.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,870.0,Other
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3200.0,Other
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2700.0,Other
France,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,44000.0,Other
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,15000.0,Other
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,320.0,Other
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,83.0,Other
Indonesia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1400.0,Other
Israel,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1800.0,Other
Italy,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,13000.0,Other
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2500.0,Other
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,7200.0,Other
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,61000.0,Other
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,700.0,Other
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1400.0,Other
Philippines,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,37000.0,Other
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,5600.0,Other
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,190.0,Other
Russia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,9200.0,Other
Singapore,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1.0,Other
Spain,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,22000.0,Other
Sweden,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3800.0,Other
Switzerland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,12000.0,Other
Thailand,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1800.0,Other
Turkiye,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,24000.0,Other
United Kingdom,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3000.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,360000.0,Other
Australia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,4700.0,Other
Austria,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,11000.0,Other
Belgium,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,54000.0,Other
Brazil,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1200.0,Other
Cambodia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1300.0,Other
Canada,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,330.0,Other
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,16000.0,Other
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,7200.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1400.0,Other
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,5800.0,Other
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3500.0,Other
France,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,57000.0,Other
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,20000.0,Other
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,480.0,Other
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,390.0,Other
Indonesia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3600.0,Other
Israel,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,2200.0,Other
Italy,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,23000.0,Other
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,4700.0,Other
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,9700.0,Other
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,82000.0,Other
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1000.0,Other
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,2300.0,Other
Philippines,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,60000.0,Other
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,8200.0,Other
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,210.0,Other
Russia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,9200.0,Other
Singapore,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1.0,Other
South Africa,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,310.0,Other
Spain,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,37000.0,Other
Sweden,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,8300.0,Other
Switzerland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,13000.0,Other
Thailand,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3400.0,Other
Turkiye,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,30000.0,Other
United Arab Emirates,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3.0,Other
United Kingdom,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,4900.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,570000.0,Other
Australia,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,6300.0,Other
Austria,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,14000.0,Other
Belgium,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,69000.0,Other
Brazil,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2000.0,Other
Cambodia,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2100.0,Other
Canada,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,430.0,Other
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,19000.0,Other
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9800.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,3300.0,Other
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9400.0,Other
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,4200.0,Other
